customer_id,customer_name,email,created_at,state_code,acquisition_channel,income_bracket,birth_date,engagement_score
C2394,Ana	Fernandes,ana_fernandes@gmail.com,2023-01-05,Goiás,direct,5k-10k,1971-01-24,0
C2395,Rafael monteiro ,rafael_monteiro@gmail.com,2023-04-02,Rio de Janeiro,email,10k-20k,1998-01-29,85
C2396,carlos Fernandes ,carlos_fernandes@gmail.com,2023-07-28,BR,direct,10k-20k,1992-04-21,88
C2397,CAMILA  Cunha,camila_cunha@gmail.com,2023-03-14,Estado de SP,email,0-2k,1984-03-09,56
C2398,joao Moreyra ,joão_moreira@gmail.com,2023-09-18,R.J.,organic,5k-10k,1975-07-31,60
C2399,Maria Mendes,maria_mendes@gmail.com,2023-10-27,bahia,direct,20k+,1969-12-19,59
C2400,LUCAS   Machado,lucas_machado@gmail.com,2023-08-22,Sao Paulo,organic,10k-20k,1992-12-03,15
C2401,Fernanda   CARVALHO,fernanda_carvalho@gmail.com,2023-07-10,Estado de SP,email,2k-5k,1977-06-11,62
C2402,ANA fonseca,ana_fonseca@gmail.com,2023-09-12,bahia,email,5k-10k,1975-02-18,68
C2403,CARLOS	Machado,carlos_machado@gmail.com,2023-08-17,Rio Grande do Sul,organic,20k+,1971-12-13,75
C2404,Isabela  Nevez,isabela_neves@gmail.com,2023-07-08,PR,organic,10k-20k,1972-12-26,75
C2405, João Duarte,joão_duarte@gmail.com,2023-10-14,R.J.,social_media,0-2k,1970-05-15,55
C2406,Carlos oliveira ,carlos_oliveira@gmail.com,2023-06-27,GO,organic,5k-10k,1994-02-19,2
C2407, Jõao Mendes,joão_mendes@gmail.com,2023-11-11,S.P.,organic,5k-10k,1991-03-21,72
C2408,João Cardozo,joão_cardoso@gmail.com,2023-10-01,Santa Catarina,direct,10k-20k,1976-06-17,7
C2409,Vinicius Goncalves,vinícius_gonçalves@gmail.com,2023-03-14,Sao Paulo,email,2k-5k,1992-08-19,100
C2410,JOAO   moura,joão_moura@gmail.com,2023-03-08,Distrito Federal,direct,20k+,1970-04-12,82
C2411,Letícia peixoto,letícia_peixoto@gmail.com,2023-10-17,Brasília,email,20k+,1989-05-27,35
C2412, GABRIELA nunes,gabriela_nunes@gmail.com,2023-05-28,Sao Paulo,social_media,20k+,1969-12-31,72
C2413,bruno	batista,bruno_batista@gmail.com,2023-04-03,sp,email,0-2k,1996-09-14,87
C2414,Thiago	Assiz,thiago_assis@gmail.com,2023-07-19,Goiás,direct,10k-20k,1996-12-30,15
C2415,Gustavo pacheco,gustavo_pacheco@gmail.com,2023-01-12,São Paulo,referral,10k-20k,1987-01-19,5
C2416,JOAO  Macedo,joão_macedo@gmail.com,2023-12-08,sp,email,5k-10k,2000-12-05,40
C2417,Lucas   Pinto ,lucas_pinto@gmail.com,2023-10-25,Rio Grande do Sul,social_media,2k-5k,1992-08-03,38
C2418,bruno Lacerda,bruno_lacerda@gmail.com,2023-02-11,Minas Gerais,paid_search,20k+,1976-10-10,72
C2419,Isabela paiva,isabela_paiva@gmail.com,2023-04-18,PR,referral,0-2k,1996-08-03,55
C2420, RODRIGO Figueiredo,rodrigo_figueiredo@gmail.com,2023-11-20,Brasília,referral,20k+,1997-09-18,23
C2421,RODRIGO Castro  ,rodrigo_castro@gmail.com,2023-08-31,SP,social_media,0-2k,1982-11-17,35
C2422, An4 Braga,ana_braga@gmail.com,2023-06-13,Distrito Federal,email,20k+,2003-04-19,84
C2423,RODRIGO Pinto  ,rodrigo_pinto@gmail.com,2023-06-01,Minas,social_media,2k-5k,1982-12-16,76
C2424,Juliana Lopes ,juliana_lopes@gmail.com,2023-04-08,Parana,organic,20k+,1992-04-26,91
C2425,BRUNO  Azevedo,bruno_azevedo@gmail.com,2023-12-15,Espirito Santo,paid_search,2k-5k,1969-03-30,52
C2426,Isabella   Nuness,isabela_nunes@gmail.com,2023-08-09,RS,referral,20k+,2001-08-30,9
C2427,RAFAEL Mendes,rafael_mendes@gmail.com,2023-01-12,BR,email,10k-20k,1980-09-10,28
C2428, Carl0s morais,carlos_morais@gmail.com,2023-02-23,S.P.,paid_search,5k-10k,1969-11-19,80
C2429,João Fonseca ,joão_fonseca@gmail.com,2023-08-07,DF,paid_search,10k-20k,2001-09-30,7
C2430,Mateus  Cunhaa,matheus_cunha@gmail.com,2023-05-17,Paraná,organic,20k+,2000-11-20,7
C2431,Lucas  Santanna,lucas_santana@gmail.com,2023-09-24,RJ,social_media,0-2k,1993-03-19,50
C2432, CARLOS Braga,carlos_braga@gmail.com,2023-12-13,DF,email,10k-20k,1976-10-30,79
C2433, Bruno Franco ,bruno_franco@gmail.com,2023-08-03,BA,email,10k-20k,2002-12-29,46
C2434,Gabriela   Bezerra ,gabriela_bezerra@gmail.com,2023-02-24,sp,social_media,10k-20k,1982-02-24,22
C2435,João  Figueiredoo,joão_figueiredo@gmail.com,2023-10-15,Rio,organic,0-2k,1984-03-18,87
C2436,PATRICIA	farias,patrícia_farias@gmail.com,2023-12-15,sp,email,10k-20k,1969-08-18,43
C2437,maria Franco  ,maria_franco@gmail.com,2023-01-06,SP,direct,5k-10k,1980-01-13,23
C2438,João	silva,joão_silva@gmail.com,2023-01-15,São Paulo,organic,0-2k,2004-06-05,33
C2439,lucas   Pinto ,lucas_pinto@gmail.com,2023-07-17,R.J.,referral,20k+,1969-12-12,99
C2440,Vinicius Nunes ,vinícius_nunes@gmail.com,2023-03-06,Minas,organic,20k+,1972-08-31,1
C2441,LUCAS franco,lucas_franco@gmail.com,2023-07-09,Estado de SP,email,20k+,1987-05-09,92
C2442,Leticia   Machdo,letícia_machado@gmail.com,2023-12-30,Estado de SP,social_media,10k-20k,1974-01-19,56
C2443, Eduarda lopes,eduarda_lopes@gmail.com,2023-09-21,São Paulo,direct,0-2k,1971-05-17,95
C2444,Rafael souza ,rafael_souza@gmail.com,2023-10-08,Sao Paulo,direct,20k+,2002-12-05,82
C2445,Amanda	Cardoso,amanda_cardoso@gmail.com,2023-09-14,SP,email,2k-5k,1974-07-07,95
C2446, Patricia santana,patrícia_santana@gmail.com,2023-04-18,Sao Paulo,email,5k-10k,1980-07-09,92
C2447,Leticia  vieira,letícia_vieira@gmail.com,2023-02-07,São Paulo,referral,0-2k,1970-07-02,61
C2448,Maria   Godoi,maria_godoy@gmail.com,2023-06-17,RS,social_media,5k-10k,1992-03-14,99
C2449,joao   Souza,joão_souza@gmail.com,2023-10-01,S.P.,paid_search,2k-5k,1972-09-15,25
C2450,PATRICIA  Martins,patrícia_martins@gmail.com,2023-04-16,São Paulo,social_media,2k-5k,2000-06-24,5
C2451,Camila barros ,camila_barros@gmail.com,2023-12-21,Rio de Janeiro,organic,2k-5k,1975-04-09,51
C2452,Maria	Correia,maria_correia@gmail.com,2023-08-01,Sao Paulo,paid_search,10k-20k,1981-04-01,100
C2453,Gabriela  oliveira,gabriela_oliveira@gmail.com,2023-01-05,São Paulo,paid_search,10k-20k,2000-02-05,10
C2454,Fernanda Vieyra ,fernanda_vieira@gmail.com,2023-04-27,SP,email,0-2k,1979-05-31,40
C2455,Isabela	Bezerra ,isabela_bezerra@gmail.com,2023-01-26,sp,email,0-2k,1997-09-09,34
C2456,MARIA Siva,maria_silva@gmail.com,2023-12-20,rj,paid_search,20k+,1994-12-24,53
C2457,FERNANDA Azevedo,fernanda_azevedo@gmail.com,2023-02-10,SP,social_media,2k-5k,1995-01-03,65
C2458, Ana Assiz,ana_assis@gmail.com,2023-02-16,BR,email,20k+,1992-10-10,71
C2459, Amanda Fernandes,amanda_fernandes@gmail.com,2023-07-03,ES,organic,20k+,1988-01-14,23
C2460,BEATRIZ	Braga,beatriz_braga@gmail.com,2023-05-06,Goiás,organic,20k+,1986-04-14,12
C2461,maria Monteiro,maria_monteiro@gmail.com,2023-03-04,Estado de SP,email,5k-10k,1997-10-16,87
C2462,Isabela Nuness,isabela_nunes@gmail.com,2023-06-07,Rio de Janeiro,organic,20k+,1994-03-23,27
C2463,GABRIELA Barroz ,gabriela_barros@gmail.com,2023-06-17,RJ,referral,20k+,2001-11-10,43
C2464, ANA Santos,ana_santos@gmail.com,2023-06-02,sp,direct,20k+,1991-08-22,93
C2465,JOAO  Nuness,joão_nunes@gmail.com,2023-05-20,SP,direct,20k+,1971-04-14,59
C2466,Gabriela  Dias,gabriela_dias@gmail.com,2023-06-10,rj,social_media,2k-5k,1969-09-09,99
C2467, AMANDA Mirranda,amanda_miranda@gmail.com,2023-12-10,bahia,referral,0-2k,1974-11-10,40
C2468,JULIANA  Borges,juliana_borges@gmail.com,2023-09-22,RS,referral,20k+,1997-03-08,74
C2469,Vinicius oliveira ,vinícius_oliveira@gmail.com,2023-12-11,Espirito Santo,social_media,20k+,1980-05-10,9
C2470,CAMILA	Batista,camila_batista@gmail.com,2023-04-20,MG,social_media,5k-10k,1980-10-01,7
C2471,joao CARVALHO ,joão_carvalho@gmail.com,2023-07-16,S.P.,referral,2k-5k,1972-07-05,49
C2472,Thiago Lopes,thiago_lopes@gmail.com,2023-09-07,XX,paid_search,20k+,1996-05-06,17
C2473,João	Castro ,joão_castro@gmail.com,2023-06-01,Paraná,direct,5k-10k,2003-12-24,4
C2474,gustav0	mendes,gustavo_mendes@gmail.com,2023-04-23,São Paulo,referral,10k-20k,1972-03-17,16
C2475,gustav0  Pacheco ,gustavo_pacheco@gmail.com,2023-03-14,ES,paid_search,5k-10k,1999-01-08,52
C2476,Mateus  barros,matheus_barros@gmail.com,2023-12-21,,organic,0-2k,1983-08-24,15
C2477,JOAO  Queiroz ,joão_queiroz@gmail.com,2023-06-27,Minas,email,20k+,1985-07-23,14
C2478,ANA  vieira,ana_vieira@gmail.com,2023-03-10,sp,organic,0-2k,1994-02-21,60
C2479, Patricia Olvera,patrícia_oliveira@gmail.com,2023-11-03,Rio de Janeiro,email,20k+,1981-05-08,0
C2480,Patricia   Morais ,patrícia_morais@gmail.com,2023-02-14,Estado de SP,referral,2k-5k,1977-11-13,31
C2481,AMANDA Aguiar,amanda_aguiar@gmail.com,2023-04-18,XX,social_media,2k-5k,1973-10-15,60
C2482, Jõao Andrad,joão_andrade@gmail.com,2023-05-12,Estado de SP,direct,5k-10k,1987-09-03,39
C2483,AMANDA   porto,amanda_porto@gmail.com,2023-02-04,RJ,paid_search,0-2k,1970-06-13,34
C2484,João Paiva ,joão_paiva@gmail.com,2023-07-26,sp,social_media,10k-20k,1999-02-11,6
C2485,Eduarda	machado,eduarda_machado@gmail.com,2023-12-08,RS,organic,10k-20k,1983-05-09,35
C2486,bruno pinto,bruno_pinto@gmail.com,2023-09-29,DF,referral,10k-20k,1977-06-06,87
C2487, Vinicius Fonseca,vinícius_fonseca@gmail.com,2023-08-23,bahia,direct,10k-20k,1983-12-21,38
C2488, Mateus Barbosa,matheus_barbosa@gmail.com,2023-08-09,BA,organic,10k-20k,1993-12-07,46
C2489,bruno Duart,bruno_duarte@gmail.com,2023-09-04,Rio de Janeiro,social_media,10k-20k,1988-09-21,73
C2490,ana	Montero,ana_monteiro@gmail.com,2023-01-07,Sao Paulo,referral,5k-10k,1993-07-17,100
C2491,JOAO Gomes ,joão_gomes@gmail.com,2023-08-14,Minas Gerais,paid_search,10k-20k,1990-06-04,48
C2492,maria	Pacheco ,maria_pacheco@gmail.com,2023-05-17,SC,organic,0-2k,2000-07-25,23
C2493,Leticia  queiroz,letícia_queiroz@gmail.com,2023-06-11,R.J.,direct,0-2k,1990-08-11,16
C2494, JULIANA peixoto,juliana_peixoto@gmail.com,2023-09-15,rj,organic,20k+,1989-08-05,83
C2495,João  monteiro,joão_monteiro@gmail.com,2023-05-10,RS,direct,2k-5k,1971-11-01,65
C2496,Camila  Dias,camila_dias@gmail.com,2023-02-12,GO,organic,5k-10k,1980-08-27,40
C2497,LUCAS Carvalho,lucas_carvalho@gmail.com,2023-12-24,SP,referral,5k-10k,1979-07-31,65
C2498, LUCAS Assis,lucas_assis@gmail.com,2023-10-06,rj,social_media,0-2k,1989-04-27,52
C2499, Gabriela Coelho,gabriela_coelho@gmail.com,2023-02-07,Distrito Federal,direct,10k-20k,1981-06-09,97
C2500,LUCAS   Ribeiro,lucas_ribeiro@gmail.com,2023-08-29,Paraná,organic,2k-5k,1977-09-17,49
C2501,João   borges,joão_borges@gmail.com,2023-10-10,PR,direct,10k-20k,1970-09-18,86
C2502, MARIA miranda,maria_miranda@gmail.com,2023-01-08,São Paulo,social_media,5k-10k,1985-10-22,34
C2503,lucas Porto,lucas_porto@gmail.com,2023-03-16,São Paulo,referral,5k-10k,1999-11-22,33
C2504,Isabela   Pereira,isabela_pereira@gmail.com,2023-01-07,SP,referral,10k-20k,1988-10-18,99
C2505, Ana Cunha,ana_cunha@gmail.com,2023-05-18,SP,paid_search,5k-10k,1977-04-19,50
C2506,Amanda  duarte,amanda_duarte@gmail.com,2023-11-27,São Paulo,direct,20k+,2001-07-25,23
C2507,João  Borges,joão_borges@gmail.com,2023-02-10,São Paulo,direct,5k-10k,1996-08-31,98
C2508,Bruno Aguiar ,bruno_aguiar@gmail.com,2023-11-07,Goiás,direct,0-2k,1988-02-16,85
C2509,Rafael Bezerra ,rafael_bezerra@gmail.com,2023-11-21,Estado de SP,paid_search,20k+,2000-03-07,90
C2510,Maria carvalho,maria_carvalho@gmail.com,2023-09-27,sp,social_media,20k+,1983-09-27,8
C2511,An4 Fonseca,ana_fonseca@gmail.com,2023-06-06,SP,referral,2k-5k,1998-12-20,1
C2512,Letícia  Carvaho,letícia_carvalho@gmail.com,2023-12-05,SC,referral,2k-5k,1992-06-30,7
C2513,fernanda  Assis,fernanda_assis@gmail.com,2023-08-04,S.P.,paid_search,0-2k,1985-06-03,77
C2514,Vinícius  Campos,vinícius_campos@gmail.com,2023-08-08,Minas Gerais,organic,0-2k,1973-03-09,63
C2515,Bruno   azevedo,bruno_azevedo@gmail.com,2023-02-19,Sao Paulo,social_media,5k-10k,1982-09-25,2
C2516,Beatriz Braga ,beatriz_braga@gmail.com,2023-01-12,sp,organic,20k+,1979-12-23,61
C2517,CAMILA pereira,camila_pereira@gmail.com,2023-07-08,Goiás,social_media,2k-5k,1995-09-01,65
C2518, JOAO Lacerdda,joão_lacerda@gmail.com,2023-09-30,Goiás,email,0-2k,1998-09-15,14
C2519,João  Aguiar,joão_aguiar@gmail.com,2023-10-15,Espirito Santo,organic,10k-20k,2002-10-15,84
C2520,Rodrigo   Mendess,rodrigo_mendes@gmail.com,2023-04-08,DF,organic,5k-10k,1979-04-21,67
C2521,Juliana  pereira,juliana_pereira@gmail.com,2023-11-26,rj,email,2k-5k,1977-08-26,4
C2522,Mateus Figueiredo ,matheus_figueiredo@gmail.com,2023-09-24,São Paulo,referral,10k-20k,1976-11-18,57
C2523,Mateus  Gomes,matheus_gomes@gmail.com,2023-12-17,ES,paid_search,20k+,1978-04-09,66
C2524, MARIA assis,maria_assis@gmail.com,2023-01-25,Brasil,direct,20k+,1984-06-01,31
C2525,Gabriela	Souza,gabriela_souza@gmail.com,2023-03-24,Estado de SP,paid_search,10k-20k,1994-02-27,78
C2526,Carlos Paiva ,carlos_paiva@gmail.com,2023-12-21,Distrito Federal,referral,0-2k,1986-07-09,90
C2527,BRUNO  macedo,bruno_macedo@gmail.com,2023-03-06,Goiás,direct,0-2k,1977-11-09,43
C2528,Mateus  Castro,matheus_castro@gmail.com,2023-02-01,GO,referral,0-2k,1990-03-23,53
C2529,Vinícius  Amaral ,vinícius_amaral@gmail.com,2023-11-05,MG,direct,10k-20k,1975-01-21,69
C2530,Mateus Pacheco,matheus_pacheco@gmail.com,2023-01-06,São Paulo,email,2k-5k,1984-08-30,22
C2531,Juliana porto ,juliana_porto@gmail.com,2023-02-11,BA,email,0-2k,1971-02-10,67
C2532,Lucas Mirranda,lucas_miranda@gmail.com,2023-12-04,São Paulo,email,2k-5k,1994-08-13,65
C2533,fernanda  castro,fernanda_castro@gmail.com,2023-02-27,Estado de SP,email,2k-5k,1991-01-16,79
C2534,Patrícia andrade,patrícia_andrade@gmail.com,2023-08-15,sp,referral,2k-5k,1994-08-10,9
C2535,EDUARDA	Figueiredoo,eduarda_figueiredo@gmail.com,2023-03-27,MG,organic,10k-20k,1988-12-24,92
C2536,Camila  Nascimento,camila_nascimento@gmail.com,2023-07-14,Estado de SP,direct,5k-10k,1973-12-29,71
C2537,Fernanda moreira ,fernanda_moreira@gmail.com,2023-01-14,DF,social_media,20k+,1973-11-17,37
C2538,João	Machdo,joão_machado@gmail.com,2023-07-18,S.P.,organic,5k-10k,1983-04-30,29
C2539,Carl0s   moura,carlos_moura@gmail.com,2024-01-01,Espírito Santo,email,0-2k,1984-07-09,86
C2540,LUCAS  Gonçalvez,lucas_gonçalves@gmail.com,2023-02-13,Espírito Santo,organic,2k-5k,1999-09-08,80
C2541,MARIA	Freitas,maria_freitas@gmail.com,2023-12-13,BR,direct,20k+,1971-11-28,20
C2542, Tiago assis,thiago_assis@gmail.com,2023-01-09,Espírito Santo,paid_search,5k-10k,1992-05-16,69
C2543,Carlos costa ,carlos_costa@gmail.com,2023-12-14,SP,paid_search,20k+,1986-11-23,88
C2544, Ana santana,ana_santana@gmail.com,2023-01-27,São Paulo,referral,2k-5k,1991-11-08,35
C2545,Gustavo   Siva,gustavo_silva@gmail.com,2023-02-19,Santa Catarina,paid_search,10k-20k,1973-08-04,59
C2546,RAFAEL   azevedo,rafael_azevedo@gmail.com,2023-11-13,Minas,organic,10k-20k,1993-09-20,56
C2547,PATRICIA  Assis,patrícia_assis@gmail.com,2023-04-15,Distrito Federal,paid_search,5k-10k,2001-09-08,72
C2548,Mária	braga,maria_braga@gmail.com,2023-12-01,rj,paid_search,20k+,1981-02-26,53
C2549, Maria Paiva,maria_paiva@gmail.com,2023-03-18,São Paulo,direct,0-2k,1980-06-28,49
C2550, MARIA carvalho,maria_carvalho@gmail.com,2023-08-30,Estado de SP,social_media,2k-5k,1985-10-19,38
C2551, João Figueiredo,joão_figueiredo@gmail.com,2023-02-06,Sao Paulo,email,10k-20k,1990-07-21,71
C2552,Carlos Sales ,carlos_sales@gmail.com,2023-12-31,GO,email,2k-5k,1977-07-18,99
C2553,Amanda Valentte ,amanda_valente@gmail.com,2023-09-23,Minas Gerais,direct,20k+,1973-05-16,40
C2554, Matheus Macêdo,matheus_macedo@gmail.com,2023-07-18,,organic,20k+,1981-12-30,44
C2555,Juliana  Peixoto,juliana_peixoto@gmail.com,2023-01-04,sp,paid_search,5k-10k,2000-05-06,25
C2556,FERNANDA  Baptista,fernanda_batista@gmail.com,2023-06-28,GO,email,20k+,1998-09-11,61
C2557,ANA	Amaral,ana_amaral@gmail.com,2023-07-14,Distrito Federal,paid_search,10k-20k,1986-03-07,47
C2558,Patricia  Mirranda,patrícia_miranda@gmail.com,2023-01-21,Estado de SP,social_media,10k-20k,1992-09-05,1
C2559,ana	Cardoso,ana_cardoso@gmail.com,2023-09-18,DF,paid_search,5k-10k,1985-12-20,39
C2560, JOAO Oliveira,joão_oliveira@gmail.com,2023-06-22,Espirito Santo,email,0-2k,1969-11-21,47
C2561, Camila Teixeira,camila_teixeira@gmail.com,2023-01-11,sp,referral,20k+,1974-10-28,14
C2562,gustav0	Teixeira,gustavo_teixeira@gmail.com,2023-05-21,SC,referral,0-2k,1998-07-21,40
C2563,carlos   Lacerdda,carlos_lacerda@gmail.com,2023-03-14,,direct,10k-20k,2000-06-22,74
C2564,MARIA Franco,maria_franco@gmail.com,2023-01-26,rj,social_media,20k+,1985-11-28,29
C2565,Maria Valente,maria_valente@gmail.com,2023-04-30,Sao Paulo,referral,5k-10k,2000-04-20,31
C2566,bruno	costa,bruno_costa@gmail.com,2023-10-04,São Paulo,organic,5k-10k,1970-09-29,21
C2567,fernanda   Mirranda,fernanda_miranda@gmail.com,2023-03-06,Estado de SP,social_media,0-2k,1982-02-02,76
C2568,Lucas Amaral  ,lucas_amaral@gmail.com,2023-03-13,GO,email,10k-20k,1997-06-08,6
C2569,Patrícia Paiva,patrícia_paiva@gmail.com,2023-07-18,BR,email,10k-20k,1972-10-07,21
C2570,Rodrigo  Neves,rodrigo_neves@gmail.com,2023-12-27,Estado de SP,referral,2k-5k,1980-03-25,71
C2571,Ana	Dias,ana_dias@gmail.com,2023-10-17,Rio de Janeiro,organic,5k-10k,2004-07-23,60
C2572,Gustavo   Freitas,gustavo_freitas@gmail.com,2023-07-21,BR,social_media,20k+,2003-04-18,26
C2573,LUCAS  Martins,lucas_martins@gmail.com,2023-03-20,Paraná,referral,2k-5k,1974-05-31,100
C2574,Vinicius bezerra,vinícius_bezerra@gmail.com,2023-05-31,BA,email,5k-10k,1978-01-03,86
C2575,Jõao   Azevedo ,joão_azevedo@gmail.com,2023-10-04,Sao Paulo,paid_search,20k+,1973-02-16,91
C2576,ana fonseca ,ana_fonseca@gmail.com,2023-06-14,,email,0-2k,1987-09-25,13
C2577,Mária	Moreira,maria_moreira@gmail.com,2023-05-09,sp,organic,5k-10k,1974-02-18,94
C2578,Eduarda Barroz,eduarda_barros@gmail.com,2023-01-04,SP,email,10k-20k,1976-11-07,43
C2579, CARLOS sales,carlos_sales@gmail.com,2023-09-08,Paraná,referral,20k+,1970-08-13,19
C2580,An4 farias,ana_farias@gmail.com,2023-06-09,rj,paid_search,20k+,1995-03-01,63
C2581,FERNANDA  Nuness,fernanda_nunes@gmail.com,2023-06-17,S.P.,direct,2k-5k,2000-02-23,0
C2582,LUCAS	Santo,lucas_santos@gmail.com,2023-05-08,S.P.,social_media,0-2k,1983-05-12,82
C2583,Bruno Queiroz ,bruno_queiroz@gmail.com,2023-12-17,Estado de SP,referral,0-2k,1973-04-24,57
C2584,Amanda  pinto,amanda_pinto@gmail.com,2023-10-17,ES,paid_search,0-2k,1972-11-23,27
C2585,Carlos   santos,carlos_santos@gmail.com,2023-11-21,,email,5k-10k,1971-06-07,13
C2586, Leticia Figueiredoo,letícia_figueiredo@gmail.com,2023-02-11,SP,referral,0-2k,1979-12-24,2
C2587,Patricia   porto,patrícia_porto@gmail.com,2023-07-31,Estado de SP,email,0-2k,1971-08-30,99
C2588, Isabela Mirranda,isabela_miranda@gmail.com,2023-09-06,São Paulo,email,20k+,1982-08-08,38
C2589,Lucas   borges,lucas_borges@gmail.com,2023-12-08,rj,email,2k-5k,1980-05-02,17
C2590,lucas   Pacheco,lucas_pacheco@gmail.com,2023-03-25,RS,referral,2k-5k,2004-07-18,61
C2591,Leticia  Freita,letícia_freitas@gmail.com,2023-08-10,São Paulo,organic,0-2k,1987-03-15,26
C2592,Patricia Monteiro,patrícia_monteiro@gmail.com,2023-01-22,R.J.,paid_search,2k-5k,1973-03-10,79
C2593,ANA   Amaral,ana_amaral@gmail.com,2023-01-03,Rio de Janeiro,organic,2k-5k,1999-10-04,22
C2594,Maria	braga,maria_braga@gmail.com,2023-09-27,Rio Grande do Sul,direct,5k-10k,1980-10-16,82
C2595,Carl0s xavier ,carlos_xavier@gmail.com,2023-11-22,Espírito Santo,email,2k-5k,1983-04-18,24
C2596, Vinicius Cunhaa,vinícius_cunha@gmail.com,2023-07-20,RS,social_media,2k-5k,1972-01-14,23
C2597,Eduarda  Macêdo,eduarda_macedo@gmail.com,2023-10-10,S.P.,paid_search,2k-5k,1976-08-26,31
C2598,AMANDA	Araujo,amanda_araújo@gmail.com,2023-02-05,São Paulo,social_media,0-2k,1971-02-21,93
C2599, Camila Queiroz ,camila_queiroz@gmail.com,2023-03-07,Minas Gerais,email,0-2k,1992-08-26,85
C2600,FERNANDA  Godoy,fernanda_godoy@gmail.com,2023-04-16,Rio Grande do Sul,paid_search,5k-10k,1998-07-03,8
C2601, FERNANDA Lacerdda,fernanda_lacerda@gmail.com,2023-07-17,sp,paid_search,0-2k,1980-03-28,16
C2602, Patrícia campos,patrícia_campos@gmail.com,2023-12-21,bahia,referral,20k+,1986-04-18,80
C2603,An4  queiroz,ana_queiroz@gmail.com,2023-12-21,Rio,organic,2k-5k,1983-07-18,57
C2604,Lucas  braga,lucas_braga@gmail.com,2023-09-19,São Paulo,organic,10k-20k,2001-02-08,17
C2605,LUCAS   Correia,lucas_correia@gmail.com,2023-10-18,,email,2k-5k,1969-10-10,92
C2606,Bruno figueiredo ,bruno_figueiredo@gmail.com,2023-05-14,M.G.,referral,20k+,1982-10-08,98
C2607,BEATRIZ  Xavier,beatriz_xavier@gmail.com,2023-02-24,São Paulo,paid_search,5k-10k,1994-12-29,66
C2608,Carl0s   SILVA,carlos_silva@gmail.com,2023-05-25,BA,direct,20k+,1993-08-05,24
C2609,Isabela   Fonseka,isabela_fonseca@gmail.com,2023-10-23,Estado de SP,direct,10k-20k,1969-11-16,28
C2610, Eduarda Carvalho,eduarda_carvalho@gmail.com,2023-04-08,Rio,direct,0-2k,2004-10-16,82
C2611,Bruno   Gomes,bruno_gomes@gmail.com,2023-11-08,Estado de SP,email,10k-20k,1995-04-09,14
C2612,Juliana   CARVALHO,juliana_carvalho@gmail.com,2024-01-01,R.J.,referral,0-2k,1987-05-10,7
C2613,Leticia silva,letícia_silva@gmail.com,2023-04-18,PR,referral,0-2k,2003-12-10,93
C2614,BEATRIZ   campos,beatriz_campos@gmail.com,2023-11-05,Goiás,direct,2k-5k,1988-09-09,98
C2615,Leticia Araújo,letícia_araújo@gmail.com,2023-12-06,XX,organic,5k-10k,1981-09-01,93
C2616,lucas	Faria,lucas_farias@gmail.com,2023-02-21,Parana,referral,2k-5k,2004-07-14,63
C2617,ana   Cardoso,ana_cardoso@gmail.com,2023-10-22,Rio de Janeiro,paid_search,5k-10k,2000-08-08,0
C2618,LUCAS   Lacerda,lucas_lacerda@gmail.com,2023-07-10,Rio,email,20k+,1982-10-22,1
C2619, Bruno Pinto ,bruno_pinto@gmail.com,2023-08-14,SP,direct,2k-5k,1995-02-25,18
C2620,lucas	Moura,lucas_moura@gmail.com,2023-01-25,Rio Grande do Sul,direct,10k-20k,2004-05-22,0
C2621,Gabriela   bezerra,gabriela_bezerra@gmail.com,2023-06-18,Bahia,email,10k-20k,1987-11-28,7
C2622,GABRIELA	Araújo,gabriela_araújo@gmail.com,2024-01-01,Minas Gerais,social_media,0-2k,1977-11-16,83
C2623,Carl0s  Sales,carlos_sales@gmail.com,2023-06-04,R.J.,direct,10k-20k,2000-12-10,60
C2624,bruno	azevedo,bruno_azevedo@gmail.com,2023-06-21,bahia,organic,5k-10k,2000-12-22,65
C2625,Rodrigo Carvaho,rodrigo_carvalho@gmail.com,2023-01-13,Sao Paulo,paid_search,20k+,1990-08-30,40
C2626,Ana	Machdo,ana_machado@gmail.com,2023-10-14,M.G.,referral,0-2k,1970-03-27,60
C2627,An4   Carvaho,ana_carvalho@gmail.com,2023-03-09,Estado de SP,organic,5k-10k,1991-04-01,10
C2628,joao	Aguiar ,joão_aguiar@gmail.com,2023-07-09,Distrito Federal,paid_search,5k-10k,1980-10-28,53
C2629,joao  Moura ,joão_moura@gmail.com,2023-12-07,S.P.,referral,2k-5k,1977-11-24,88
C2630,Beatriz   Perera,beatriz_pereira@gmail.com,2024-01-01,S.P.,email,2k-5k,1989-09-28,76
C2631,gustav0 Correa,gustavo_correia@gmail.com,2023-07-27,Espirito Santo,organic,20k+,1973-07-18,46
C2632,Tiago Santanna ,thiago_santana@gmail.com,2023-12-25,Estado de SP,direct,2k-5k,1994-04-20,14
C2633,CAMILA   borges,camila_borges@gmail.com,2023-09-18,Rio,direct,10k-20k,1992-11-29,56
C2634,PATRICIA  Souza,patrícia_souza@gmail.com,2023-02-20,BA,paid_search,5k-10k,2003-01-04,93
C2635,carlos   valente,carlos_valente@gmail.com,2023-02-23,Espírito Santo,social_media,10k-20k,1969-08-09,11
C2636,Gustavo Cardoso ,gustavo_cardoso@gmail.com,2023-05-23,SC,social_media,20k+,1976-09-19,34
